TYPE  PX PY PZ SX SY DX DY HP DMG 
1,16,16,0,8,8,0,1,1,0
1,24,16,0,8,8,0,1,1,0
1,24,16,0,8,8,0,1,1,0
1,32,16,0,8,8,0,1,1,0
1,40,16,0,8,8,0,1,1,0
1,56,16,0,8,8,0,1,1,0
1,40,16,0,8,8,0,1,1,0
1,48,16,0,8,8,0,1,1,0
1,64,16,0,8,8,0,1,1,0
1,8,16,0,8,8,0,1,1,0
1,88,16,0,8,8,0,1,1,0
1,80,16,0,8,8,0,1,1,0
1,88,16,0,8,8,0,1,1,0
1,96,16,0,8,8,0,1,1,0
1,104,16,0,8,8,0,1,1,0
1,112,16,0,8,8,0,1,1,0
1,120,16,0,8,8,0,1,1,0
1,128,16,0,8,8,0,1,1,0
9,102.5,29.8333,1,5,5,0,1,5,5
1,72,16,0,8,8,0,1,1,0
6,22.1667,34,1,5,5,0,1,10,3
